"","x"
"1",1.47236666651029
"2",3.57291516191986
"3",-0.0277536813375331
"4",-1.1320516549926
"5",-0.140220986707002
"6",0.958809840576886
"7",1.0681232949828
"8",-1.2914820655344
"9",-1.22750497688098
"10",1.17605516919472
"11",3.34583078878689
"12",0.188740669060314
"13",-0.851333492603207
"14",-0.123723698650533
"15",1.46290209746741
"16",0.182584046470334
"17",-1.5362141599238
"18",-0.52595242873498
"19",0.187629672109126
"20",-0.0739549544504256
"21",0.252526797097875
"22",-1.02935150150048
"23",0.389798755978236
"24",-0.173692907251473
"25",1.01890331681649
"26",-2.37280042298166
"27",-0.884386016322176
"28",0.409401065296551
"29",0.976821918139826
"30",-1.61841792477242
"31",-0.856611099902609
"32",0.576515781233363
"33",1.18246931580446
"34",1.3683912691374
"35",-2.3555895399018
"36",0.669105303611732
"37",2.43136411339391
"38",2.10760836586754
"39",-1.84454723267083
"40",-1.2916698255267
"41",0.569390317201595
"42",0.541806087184991
"43",0.625795386635588
"44",-2.58712161984898
"45",0.31596723562018
"46",1.48817010976118
"47",0.0517947694014695
"48",-0.00298802531573416
"49",0.214021005425545
"50",1.58805098291747
"51",0.435079903799659
"52",0.887724410043833
"53",-0.773074311052095
"54",0.0287399141669474
"55",2.1644465779404
"56",-1.03450035233148
"57",-0.713635231138986
"58",-0.170282599258957
"59",1.57975748111012
"60",0.171468673310511
"61",-2.08341413497199
"62",-0.395650150727438
"63",0.640295123609808
"64",1.5178115851513
"65",-0.939204797789695
"66",-0.610313031688611
"67",0.771923286535096
"68",2.38623799772718
"69",-0.205233739155716
"70",-1.41660200883813
"71",0.249853620635283
"72",2.10780045886823
"73",2.81566075131326
"74",-2.07150439472306
"75",-0.0394815716905054
"76",0.426110971852777
"77",1.13729193940921
"78",-2.80453718601081
"79",-2.19930323371895
"80",-0.288316815919937
"81",1.98712090026533
"82",0.362796633407798
"83",-1.55424485730407
"84",0.182632639779905
"85",-2.00199990985359
"86",0.173116587320244
"87",-0.756872287547294
"88",1.00809100039701
"89",-0.361544970177554
"90",-2.5113108838264
"91",0.74435639316054
"92",-0.129734200227553
"93",-0.891097516408255
"94",-1.50185972544776
"95",1.0085372881998
"96",1.41755973174608
"97",1.33882645400433
"98",-2.64598269346233
"99",1.50660395752935
"100",0.550743409658921
"101",1.95333832382499
"102",-0.372070254658236
"103",1.26942958645094
"104",0.378835608387517
"105",-0.67464167790054
"106",-1.79631212304919
"107",1.42208721885639
"108",0.978319429618711
"109",-0.246082337572755
"110",-0.84228100924882
"111",1.89387983084083
"112",1.15574516235835
"113",1.14904301323393
"114",-0.75797418377009
"115",0.583415111474405
"116",1.27440927832337
"117",0.497096288952312
"118",-1.03788475473317
"119",1.10148023579564
"120",0.750252133090631
"121",-1.47140432071642
"122",-1.09584346281063
"123",1.03414744253507
"124",1.14974132727955
"125",-0.975984164529782
"126",-2.08463482796837
"127",0.621046447047451
"128",1.45264118528081
"129",-0.117755675129393
"130",-2.05317559761369
"131",-0.361126007805342
"132",0.411542645764427
"133",0.107624517793617
"134",-2.22166099943408
"135",-0.719982534066903
"136",1.41981824937636
"137",-0.596452980514913
"138",0.69701843734484
"139",-0.586175215789712
"140",1.78651366319654
"141",0.215698557992601
"142",-1.77122201851674
"143",-0.76123101956733
"144",2.17652616901091
"145",0.0121043495739541
"146",-1.52775113356121
"147",-0.578701958961189
"148",0.517733877868712
"149",0.412338443656072
"150",-1.40802838724356
"151",0.0091351513401045
"152",2.27255012776724
"153",0.634195878987652
"154",-0.247356874753059
"155",-0.348410563323629
"156",1.71717139286393
"157",1.03570589875015
"158",-0.460623296110269
"159",-1.08803341206945
"160",1.36848624947945
"161",0.540568225030835
"162",-1.11951991730763
"163",-0.484680413950564
"164",0.869745451321847
"165",1.22853813957944
"166",0.154485523887345
"167",1.58295673554767
"168",0.0633478787833407
"169",-1.4991173858822
"170",-0.00643821816374438
"171",1.18653208849685
"172",0.239720213398386
"173",-0.688581932636859
"174",-0.42743865644193
"175",0.793075270227393
"176",0.105868205164447
"177",-0.950005633041196
"178",-0.641605222113112
"179",1.07151381696009
"180",-0.371159858613105
"181",-1.09858914153934
"182",-1.0542041738262
"183",0.966007782121831
"184",-0.0553952029063575
"185",-0.633384616279699
"186",-1.49573157205806
"187",0.478588016172979
"188",1.15195884845389
"189",-0.417127793235876
"190",-1.9885393033658
"191",0.68934457733137
"192",0.641355189484028
"193",-0.379592740711126
"194",-1.56870426144754
"195",1.17339933748734
"196",1.47921000682422
"197",-0.446611359942096
"198",-1.02338975212399
"199",0.682804520486311
"200",1.65209220693769
"201",0.261840322372672
"202",-0.150221671858699
"203",1.04817337318849
"204",1.50370727424886
"205",0.395945172477336
"206",-0.152555715308645
"207",1.24802795832572
"208",1.68784678522446
"209",0.136902089973587
"210",-0.685160039813263
"211",-0.628987410391383
"212",2.08882969213387
"213",-0.0897962505815978
"214",-0.430100200275901
"215",-1.04301125540008
"216",1.38786385264006
"217",-0.546072649518046
"218",-0.813236194198522
"219",-0.157935643107566
"220",0.325994732016
"221",-1.13090770387068
"222",-0.477859720611768
"223",-1.1470498760824
"224",0.853038821409322
"225",-0.956904603145816
"226",-0.588516288137033
"227",-0.849140014543265
"228",0.393779880036762
"229",0.548740469931064
"230",-0.518761862975632
"231",-0.385498508208312
"232",0.597389344720398
"233",0.14138443840624
"234",-0.2741157531005
"235",-1.41673607705415
"236",1.40059812467312
"237",1.05805786740561
"238",0.118319442769799
"239",-1.16045473854598
"240",1.25080862049913
"241",1.38086672091343
"242",0.319617564202888
"243",-0.440939370134983
"244",-0.0384527299286476
"245",1.68748572437073
"246",-0.346072063531796
"247",-0.257653563338656
"248",1.04166590527978
"249",1.05910736548117
"250",-1.09961305908077
"251",-1.24638812813
"252",0.10385999872724
"253",0.760435968773248
"254",-0.915589380592974
"255",-0.355758064205293
"256",0.960781218181204
"257",1.31552124193005
"258",0.437512636983974
"259",0.120979305544086
"260",-1.47538519660642
"261",-0.0426885440944807
"262",1.40101358469218
"263",-1.6081961916776
"264",-1.03859853585728
"265",-0.355521260908705
"266",1.19457577977204
"267",-1.78052694930165
"268",-0.634576680786395
"269",1.57783951464148
"270",2.3584837417475
"271",-0.1250149624558
"272",-1.47322735889104
"273",0.146568964003296
"274",0.812782314566182
"275",-0.479956156269684
"276",-2.4810733263282
"277",-1.43172400405323
"278",1.05039228848149
"279",1.40615813834217
"280",-1.07414536003808
"281",-0.748296303418673
"282",1.34244227677996
"283",1.39033358920106
"284",-0.676627306234306
"285",-2.07921737696519
"286",-0.582011097969982
"287",1.57292270893166
"288",0.23000171409206
"289",-1.77447350010467
"290",0.00239721765296831
"291",0.862296833328603
"292",3.24242077629619
"293",-1.13432611904022
